Station,date,Rain,AirTemperature,AtmosphericPressure,Windspeed
M2,10/29/2019 16:00,0,9.2,1026.3,17.512
M2,10/29/2019 17:00,0,9,1026.6,17.654
M2,10/29/2019 18:00,0,9.3,1026.8,18.224
M2,10/29/2019 19:00,0,9.4,1026.7,20.786
M2,10/29/2019 20:00,0,9.7,1026.7,20.074
M2,10/29/2019 21:00,0,9.8,1026.8,20.786
M2,10/29/2019 22:00,0,9.9,1026.6,20.929
M2,10/29/2019 23:00,0,9.8,1026.4,21.213
M2,10/30/2019 0:00,0,9.6,1026,22.352
M2,10/30/2019 1:00,0,9.6,1025.8,22.922
M2,10/30/2019 2:00,0,9.7,1025.2,21.071
M2,10/30/2019 3:00,0,9.7,1024.6,20.786
M2,10/30/2019 4:00,0,9.5,1024.3,19.647
M2,10/30/2019 5:00,0,9.4,1024.1,19.647
M2,10/30/2019 6:00,0,9.5,1023.9,19.505
M2,10/30/2019 7:00,0,9.5,1023.7,19.932
M2,10/30/2019 8:00,0,9.6,1023.8,20.929
M2,10/30/2019 9:00,0,9.9,1023.7,19.647
M2,10/30/2019 10:00,0,10.2,1023.5,19.078
M2,10/30/2019 11:00,0,10.9,1023.1,17.085
M2,10/30/2019 12:00,0,10.6,1022.5,15.803
M2,10/30/2019 13:00,0,10.6,1021.8,15.803
M2,10/30/2019 14:00,0,10.8,1021.1,16.515
M2,10/30/2019 15:00,0,10.8,1020.8,18.081
M2,10/30/2019 16:00,0,10.6,1020.6,18.508
M2,10/30/2019 17:00,0,10.6,1020.3,20.217
M2,10/30/2019 18:00,0,10.6,1020.3,21.498
M2,10/30/2019 19:00,0,10.5,1020,20.786
M2,10/30/2019 20:00,0,10.5,1019.9,18.793
M2,10/30/2019 21:00,0,10.2,1019.8,17.939
M2,10/30/2019 22:00,0,10.1,1019.8,16.657
M2,10/30/2019 23:00,0,10.1,1019.3,14.38
M2,10/31/2019 0:00,0,10,1019.4,12.529
M2,10/31/2019 1:00,0,9.8,1018.9,9.824
M2,10/31/2019 2:00,0,9.7,1018.5,8.827
M2,10/31/2019 3:00,0,9.8,1018,9.539
M2,10/31/2019 4:00,0,9.6,1017.7,7.973
M2,10/31/2019 5:00,0,9.2,1017.7,5.98
M2,10/31/2019 6:00,0,9.3,1017.5,6.549
M2,10/31/2019 7:00,0,9.1,1017.5,7.973
M2,10/31/2019 8:00,0,9.2,1017.3,8.969
M2,10/31/2019 9:00,0,9.5,1017.5,7.403
M2,10/31/2019 10:00,0,9.7,1016.8,10.108
M2,10/31/2019 11:00,0,9.6,1016.7,10.678
M2,10/31/2019 12:00,0.1,9.9,1016.1,13.383
M2,10/31/2019 13:00,0,10.1,1015.1,13.241
M2,10/31/2019 14:00,0,10.5,1014.3,14.522
M2,10/31/2019 15:00,0,10.5,1013.5,14.522
M2,10/31/2019 16:00,0,10.8,1012.4,15.376
M2,10/31/2019 17:00,0,11,1011.4,14.237
M2,10/31/2019 18:00,0,11.4,1010.6,16.23
M2,10/31/2019 19:00,0,11.5,1009.9,19.22
M2,10/31/2019 20:00,0.8,11.3,1009,20.644
M2,10/31/2019 21:00,1.5,11.4,1008,18.651
M2,10/31/2019 22:00,0.4,11.2,1006.9,19.647
M2,10/31/2019 23:00,0.3,11.4,1005.6,16.8
M2,11/1/2019 0:00,1.1,11.9,1003.9,20.501
M2,11/1/2019 1:00,0.5,12.4,1002,21.64
M2,11/1/2019 2:00,0,12.8,999.7,21.213
M2,11/1/2019 3:00,0,13.2,997.8,22.779
M2,11/1/2019 4:00,0,13.2,996.3,22.352
M2,11/1/2019 5:00,0,13,995.1,22.068
M2,11/1/2019 6:00,0,13.4,994.6,19.22
M2,11/1/2019 7:00,0,13.2,994,20.359
M2,11/1/2019 8:00,0.1,12.8,993.5,16.942
M2,11/1/2019 9:00,0,13.3,992.8,16.515
M2,11/1/2019 10:00,0,13.7,992.1,17.512
M2,11/1/2019 11:00,0,13.5,991.6,16.657
M2,11/1/2019 12:00,0,13.8,990.8,14.949
M2,11/1/2019 13:00,0,13.9,989.7,17.939
M2,11/1/2019 14:00,0,13.8,988.4,14.949
M2,11/1/2019 15:00,0.1,13.6,986.8,15.803
M2,11/1/2019 16:00,0.1,13.4,984.9,18.224
M2,11/1/2019 17:00,2.2,13,983,14.095
M2,11/1/2019 18:00,1.6,12.7,981.4,15.234
M2,11/1/2019 19:00,0,12.8,980,16.657
M2,11/1/2019 20:00,0,13.2,979.1,22.068
M2,11/1/2019 21:00,0.3,12.4,978.7,23.207
M2,11/1/2019 22:00,0,11.9,978.4,19.363
M2,11/1/2019 23:00,0,11.2,978.1,16.373
M2,11/2/2019 0:00,0,10.7,977.8,18.224
M2,11/2/2019 1:00,0,10.4,977.3,13.525
M2,11/2/2019 2:00,0,9.8,976.5,15.091
M2,11/2/2019 3:00,0,9,975.3,15.091
M2,11/2/2019 4:00,0,7.6,974.9,13.668
M2,11/2/2019 5:00,0,5.8,974.1,11.532
M2,11/2/2019 6:00,0,5.8,974.1,7.688
M2,11/2/2019 7:00,0,5.8,973.6,2.278
M2,11/2/2019 8:00,0.1,7.2,973.9,6.122
M2,11/2/2019 9:00,0,8.1,973.8,10.251
M2,11/2/2019 10:00,0,9.8,973.9,10.393
M2,11/2/2019 11:00,0,10.2,973.8,9.112
M2,11/2/2019 12:00,0,10.6,973.5,7.119
M2,11/2/2019 13:00,0,10.2,973.1,4.698
M2,11/2/2019 14:00,1,10,972.8,3.844
M2,11/2/2019 15:00,1.9,10.2,972.7,5.268
M2,11/2/2019 16:00,0.7,10,973,3.559
M2,11/2/2019 17:00,0.5,10,973.1,5.695
M2,11/2/2019 18:00,0.2,9.9,973.3,5.695
M2,11/2/2019 19:00,0.2,9.8,973.5,4.983
M2,11/2/2019 20:00,2.2,9.8,974.3,3.132
M2,11/2/2019 21:00,6.5,8.2,975.2,4.698
M2,11/2/2019 22:00,6.7,8.1,975,3.702
M2,11/2/2019 23:00,0.3,7.5,976,4.129
M2,11/3/2019 0:00,0,5.7,977.3,9.539
M2,11/3/2019 1:00,0,6.9,978.1,11.247
M2,11/3/2019 2:00,0,6.5,978.8,11.817
M2,11/3/2019 3:00,0,6.3,979.3,12.244
M2,11/3/2019 4:00,0,6,979.9,12.671
M2,11/3/2019 5:00,0,6.4,980.9,12.529
M2,11/3/2019 6:00,0,6.6,981.5,12.244
M2,11/3/2019 7:00,0,6.7,982.1,14.807
M2,11/3/2019 8:00,0,6.4,982.8,13.525
M2,11/3/2019 9:00,0,6.7,983,14.38
M2,11/3/2019 10:00,0,7.3,983.1,13.241
M2,11/3/2019 11:00,0,7.9,983.2,13.241
M2,11/3/2019 12:00,0,8.4,982.9,11.105
M2,11/3/2019 13:00,0,8.2,982.4,11.105
M2,11/3/2019 14:00,0,8.2,982.1,9.966
M2,11/3/2019 15:00,0,7.2,981.8,11.532
M2,11/3/2019 16:00,0,7,981.6,8.4
M2,11/3/2019 17:00,0,6.7,981.6,7.119
M2,11/3/2019 18:00,0,5.5,981.2,4.556
M2,11/3/2019 19:00,0,6.1,980.9,4.698
M2,11/3/2019 20:00,0.3,7.4,980.8,9.824
M2,11/3/2019 21:00,0,7.7,980.2,6.264
M2,11/3/2019 22:00,0,7.6,979.8,5.41
M2,11/3/2019 23:00,0,7.3,979.4,8.542
M2,11/4/2019 0:00,0,7.4,979.5,8.258
M2,11/4/2019 1:00,0.3,7.3,979.6,6.549
M2,11/4/2019 2:00,0.2,7.2,979.7,13.383
M2,11/4/2019 3:00,0,7.3,979.4,11.532
M2,11/4/2019 4:00,0,6.7,979.4,11.674
M2,11/4/2019 5:00,0,5,979.7,10.82
M2,11/4/2019 6:00,0.1,6.3,980.1,5.695
M2,11/4/2019 7:00,0.1,6.6,980.2,1.708
M2,11/4/2019 8:00,0.1,6.9,980.7,2.563
M2,11/4/2019 9:00,1.2,7.6,980.9,8.542
M2,11/4/2019 10:00,0.9,8.5,981.2,4.129
M2,11/4/2019 11:00,1.8,8.9,982.3,6.834
M2,11/4/2019 12:00,4.1,8.6,983,11.959
M2,11/4/2019 13:00,1.3,8.9,984,8.685
M2,11/4/2019 14:00,1.7,8.9,985,18.651
M2,11/4/2019 15:00,2,9.3,986.3,19.647
M2,11/4/2019 16:00,1.5,9.7,987.2,19.647
M2,11/4/2019 17:00,0.1,9.4,988.5,21.356
M2,11/4/2019 18:00,1,9.4,989.8,20.359
M2,11/4/2019 19:00,0.1,9.2,991.3,21.783
M2,11/4/2019 20:00,0.2,9,992.3,21.64
M2,11/4/2019 21:00,0,8.9,993.7,22.779
M2,11/4/2019 22:00,0.1,9.3,994.5,21.64
M2,11/4/2019 23:00,0,9.8,995.5,23.064
M2,11/5/2019 0:00,0,10,996.8,24.915
M2,11/5/2019 1:00,0,9.9,997.8,24.773
M2,11/5/2019 2:00,0,9.9,998.9,23.918
M2,11/5/2019 3:00,0,9.2,1000.1,23.776
M2,11/5/2019 4:00,0,8.9,1001.3,22.779
M2,11/5/2019 5:00,0,8.4,1002.5,22.637
M2,11/5/2019 6:00,0,8.1,1003.4,25.2
M2,11/5/2019 7:00,0,7.5,1004.2,26.908
M2,11/5/2019 8:00,0,7.3,1005.3,24.915
M2,11/5/2019 9:00,0,7.6,1006.1,22.922
M2,11/5/2019 10:00,0,9,1006.6,22.21
M2,11/5/2019 11:00,0,9.8,1007.3,21.498
M2,11/5/2019 12:00,0,10.5,1007.9,20.074
M2,11/5/2019 13:00,0,10.6,1008.2,17.796
M2,11/5/2019 14:00,0,10.5,1008.5,16.373
M2,11/5/2019 15:00,0,10.1,1008.9,14.807
M2,11/5/2019 16:00,0,9.7,1009,13.525
M2,11/5/2019 17:00,0,9.3,1009.3,11.105
M2,11/5/2019 18:00,0,8.6,1009.6,12.813
M2,11/5/2019 19:00,0,8.6,1009.6,7.688
M2,11/5/2019 20:00,0,8.2,1009.5,5.41
M2,11/5/2019 21:00,0,7.6,1009.3,12.244
M2,11/5/2019 22:00,0,7.2,1009.2,6.691
M2,11/5/2019 23:00,0,6.6,1008.7,9.681
M2,11/6/2019 0:00,0,5.9,1008.5,8.685
M2,11/6/2019 1:00,0,4.5,1008.5,9.254
M2,11/6/2019 2:00,0,3.6,1008.1,11.39
M2,11/6/2019 3:00,0,4.6,1007.5,11.105
M2,11/6/2019 4:00,0,4.3,1006.8,10.82
M2,11/6/2019 5:00,0,4.4,1006.1,10.963
M2,11/6/2019 6:00,0,4.7,1004.9,11.674
M2,11/6/2019 7:00,0,4.6,1004.7,10.251
M2,11/6/2019 8:00,0.1,4.9,1004.5,8.969
M2,11/6/2019 9:00,0,5.5,1003.8,11.39
M2,11/6/2019 10:00,0,6.8,1003.3,6.834
M2,11/6/2019 11:00,0,7.5,1002.5,8.969
M2,11/6/2019 12:00,0,8.7,1001.3,6.407
M2,11/6/2019 13:00,0,9.7,1000.2,6.976
M2,11/6/2019 14:00,0,9.4,999.1,6.264
M2,11/6/2019 15:00,0,8.8,997.9,4.414
M2,11/6/2019 16:00,0.1,8.4,996.9,4.698
M2,11/6/2019 17:00,0.8,7.1,996,6.834
M2,11/6/2019 18:00,0.4,6.6,995.2,11.105
M2,11/6/2019 19:00,0.7,6.6,994.5,9.397
M2,11/6/2019 20:00,0,6.8,993.7,10.82
M2,11/6/2019 21:00,0.2,6.8,993.3,10.82
M2,11/6/2019 22:00,1.7,6.6,993,13.098
M2,11/6/2019 23:00,0.2,6.3,992.2,12.386
M2,11/7/2019 0:00,0,6.2,991.9,4.414
M2,11/7/2019 1:00,0,6,991.7,9.254
M2,11/7/2019 2:00,0.1,5.7,991.4,10.963
M2,11/7/2019 3:00,0.1,5.2,990.8,5.41
M2,11/7/2019 4:00,0.1,5,990.7,8.542
M2,11/7/2019 5:00,0,4.8,990.7,2.705
M2,11/7/2019 6:00,0.2,5.1,990.6,4.698
M2,11/7/2019 7:00,0.5,5.1,990.7,1.139
M2,11/7/2019 8:00,3.7,4.9,991.1,9.966
M2,11/7/2019 9:00,0.7,7,991.2,9.824
M2,11/7/2019 10:00,1.1,7.2,992,9.539
M2,11/7/2019 11:00,0.3,6.5,992.7,21.356
M2,11/7/2019 12:00,0.9,6.5,993.3,22.068
M2,11/7/2019 13:00,1.1,6.9,994.2,23.776
M2,11/7/2019 14:00,2.1,6.9,995,24.061
M2,11/7/2019 15:00,1.5,7.1,995.8,21.498
M2,11/7/2019 16:00,1.2,7.3,996.6,21.783
M2,11/7/2019 17:00,0.7,7.4,997.7,20.929
M2,11/7/2019 18:00,1.1,7.8,999.1,16.8
M2,11/7/2019 19:00,0.9,8,1000.4,23.776
M2,11/7/2019 20:00,0.8,7.7,1001.4,21.071
M2,11/7/2019 21:00,0.1,8.4,1002.6,24.346
M2,11/7/2019 22:00,0,8,1004,23.776
M2,11/7/2019 23:00,0,8.1,1005,24.203
M2,11/8/2019 0:00,0,8.1,1006.1,23.349
M2,11/8/2019 1:00,0,7.5,1007.2,24.773
M2,11/8/2019 2:00,0,7,1008,24.773
M2,11/8/2019 3:00,0,5.5,1008.8,22.352
M2,11/8/2019 4:00,0,4.9,1009.8,20.074
M2,11/8/2019 5:00,0,4.3,1010.6,19.932
M2,11/8/2019 6:00,0,3.9,1011.2,18.081
M2,11/8/2019 7:00,0,3.6,1012,15.234
M2,11/8/2019 8:00,0,4,1012.8,13.81
M2,11/8/2019 9:00,0,4.3,1013.1,13.241
M2,11/8/2019 10:00,0,6.1,1013.5,13.81
M2,11/8/2019 11:00,0,7.8,1013.8,13.241
M2,11/8/2019 12:00,0,8.7,1013.6,11.959
M2,11/8/2019 13:00,0,9,1013.6,9.824
M2,11/8/2019 14:00,0,7.5,1013.8,9.681
M2,11/8/2019 15:00,0,7.1,1013.8,8.969
M2,11/8/2019 16:00,0,5.4,1013.7,7.83
M2,11/8/2019 17:00,0,3.5,1014,5.125
M2,11/8/2019 18:00,0,2.1,1013.7,3.702
M2,11/8/2019 19:00,0,1.9,1013.8,2.136
M2,11/8/2019 20:00,0,2.3,1013,1.139
M2,11/8/2019 21:00,0,2.5,1012.3,4.841
M2,11/8/2019 22:00,0,1.9,1012.3,7.261
M2,11/8/2019 23:00,0,1.8,1011.5,8.542
M2,11/9/2019 0:00,0,4.3,1010,12.102
M2,11/9/2019 1:00,0,5.8,1008.2,15.091
M2,11/9/2019 2:00,0,6.1,1006.7,17.796
M2,11/9/2019 3:00,0,7.5,1004.8,20.786
M2,11/9/2019 4:00,1.1,7.1,1003.3,23.207
M2,11/9/2019 5:00,1.3,6.9,1001.5,22.779
M2,11/9/2019 6:00,1.3,6.8,999.9,25.057
M2,11/9/2019 7:00,2.6,6.3,998.7,26.623
M2,11/9/2019 8:00,0,6.3,998.9,28.759
M2,11/9/2019 9:00,0,6,999.3,16.088
M2,11/9/2019 10:00,0,6.4,999.3,17.369
M2,11/9/2019 11:00,0,6.8,999.5,12.102
M2,11/9/2019 12:00,0,7.8,999.3,13.525
M2,11/9/2019 13:00,0,8.8,999.9,7.261
M2,11/9/2019 14:00,0,8,1000.6,19.647
M2,11/9/2019 15:00,0,8,1001.3,9.681
M2,11/9/2019 16:00,0,6,1002.7,10.678
M2,11/9/2019 17:00,0,5.4,1004.1,14.095
M2,11/9/2019 18:00,0,5.1,1005.5,15.946
M2,11/9/2019 19:00,0,4.7,1006.4,14.949
M2,11/9/2019 20:00,0.1,4.7,1007.3,21.356
M2,11/9/2019 21:00,0.3,4.8,1008.6,27.478
M2,11/9/2019 22:00,0.3,4.7,1009.7,22.352
M2,11/9/2019 23:00,0.7,4.4,1010.9,22.495
M2,11/10/2019 0:00,2.2,4.6,1012.1,21.213
M2,11/10/2019 1:00,0.6,4.5,1012.7,18.224
M2,11/10/2019 2:00,0,4.1,1013.4,15.518
M2,11/10/2019 3:00,0.3,4.1,1014.2,15.234
M2,11/10/2019 4:00,0,3,1015,12.956
M2,11/10/2019 5:00,0.1,3.5,1015.4,15.661
M2,11/10/2019 6:00,0,2.7,1015.9,14.522
M2,11/10/2019 7:00,0,1.4,1016.7,9.397
M2,11/10/2019 8:00,0,0.9,1017,12.671
M2,11/10/2019 9:00,0,2.4,1017.2,11.674
M2,11/10/2019 10:00,0,4.7,1017.1,10.393
M2,11/10/2019 11:00,0,5.7,1016.8,7.973
M2,11/10/2019 12:00,0,5.9,1015.7,4.414
M2,11/10/2019 13:00,0,7.5,1015.4,5.41
M2,11/10/2019 14:00,0,7,1013.9,8.258
M2,11/10/2019 15:00,0,6.9,1012.2,11.247
M2,11/10/2019 16:00,0,6.5,1010.3,13.668
M2,11/10/2019 17:00,0,6.9,1009.6,16.373
M2,11/10/2019 18:00,0,6.5,1009.8,15.946
M2,11/10/2019 19:00,1.8,5.4,1008.3,18.224
M2,11/10/2019 20:00,3.3,4.3,1006.4,21.64
M2,11/10/2019 21:00,1.2,4.4,1003.2,27.478
M2,11/10/2019 22:00,0.3,6.8,1001.6,30.04
M2,11/10/2019 23:00,1.2,6.7,1001.8,32.603
M2,11/11/2019 0:00,0.1,5.9,1001.6,23.491
M2,11/11/2019 1:00,0,5.5,1001.5,23.491
M2,11/11/2019 2:00,0,5.2,1001.8,34.881
M2,11/11/2019 3:00,0,4.7,1002,30.61
M2,11/11/2019 4:00,0,4.4,1002.7,35.308
M2,11/11/2019 5:00,0,4,1002.8,28.474
M2,11/11/2019 6:00,0,3.6,1002.8,25.2
M2,11/11/2019 7:00,0,3.8,1003.1,23.491
M2,11/11/2019 8:00,0.1,4.3,1003.5,24.773
M2,11/11/2019 9:00,0,4.4,1003.6,23.349
M2,11/11/2019 10:00,0,5.5,1003.4,27.051
M2,11/11/2019 11:00,0,6.5,1003.2,27.478
M2,11/11/2019 12:00,0,7.3,1003.1,25.057
M2,11/11/2019 13:00,0,7.5,1002.8,31.322
M2,11/11/2019 14:00,0,7.6,1002.1,26.054
M2,11/11/2019 15:00,0,7.5,1001.8,28.617
M2,11/11/2019 16:00,0,6.9,1001.9,27.762
M2,11/11/2019 17:00,0,5.8,1002.2,24.346
M2,11/11/2019 18:00,0,4.7,1002.4,28.759
M2,11/11/2019 19:00,0,4.6,1002.3,25.769
M2,11/11/2019 20:00,0,4.1,1002.3,24.346
M2,11/11/2019 21:00,0,3.7,1002.4,26.766
M2,11/11/2019 22:00,0,3.4,1002.1,26.623
M2,11/11/2019 23:00,0,3.1,1002.3,26.481
M2,11/12/2019 0:00,0,3,1002.3,35.166
M2,11/12/2019 1:00,0,2.9,1001.9,32.318
M2,11/12/2019 2:00,0,2.6,1001.9,27.193
M2,11/12/2019 3:00,0,3.1,1001.7,28.19
M2,11/12/2019 4:00,0.1,2.9,1001.1,30.325
M2,11/12/2019 5:00,0,3,1000.5,30.04
M2,11/12/2019 6:00,0,3.2,1000.3,33.03
M2,11/12/2019 7:00,0,4,1000,32.461
M2,11/12/2019 8:00,0,3.9,1000.1,30.467
M2,11/12/2019 9:00,0,5,1000.6,30.752
M2,11/12/2019 10:00,0,5.9,1001.1,28.19
M2,11/12/2019 11:00,0,6.8,1001.6,29.329
M2,11/12/2019 12:00,0,8.1,1001.5,28.759
M2,11/12/2019 13:00,0,8.7,1001.8,26.623
M2,11/12/2019 14:00,0,8.5,1002.4,25.627
M2,11/12/2019 15:00,0,7.8,1002.8,24.346
M2,11/12/2019 16:00,0,7.6,1003.2,24.63
M2,11/12/2019 17:00,0,7.1,1004,24.203
M2,11/12/2019 18:00,0,6.5,1004.3,21.498
M2,11/12/2019 19:00,0,5,1004.8,20.929
M2,11/12/2019 20:00,0,4.1,1005,19.79
M2,11/12/2019 21:00,0,3.4,1005.5,20.929
M2,11/12/2019 22:00,0,3.2,1005.7,19.932
M2,11/12/2019 23:00,0,2.7,1005.1,20.786
M2,11/13/2019 0:00,0,2.3,1005.1,19.078
M2,11/13/2019 1:00,0,2.5,1004.6,18.651
M2,11/13/2019 2:00,0,2.6,1004.2,15.946
M2,11/13/2019 3:00,0,3,1003.4,15.946
M2,11/13/2019 4:00,0,2.6,1002.6,17.227
M2,11/13/2019 5:00,0,3.1,1001.8,13.668
M2,11/13/2019 6:00,0,2.7,1001,14.522
M2,11/13/2019 7:00,0,3.8,999.7,11.674
M2,11/13/2019 8:00,0,3.9,999,12.244
M2,11/13/2019 9:00,0.1,4.6,997.7,14.522
M2,11/13/2019 10:00,0,5.8,995.9,16.942
M2,11/13/2019 11:00,0,6.5,994.2,15.091
M2,11/13/2019 12:00,0,6.9,992.5,15.234
M2,11/13/2019 13:00,0,7,990.7,14.807
M2,11/13/2019 14:00,0.1,6.9,989,16.23
M2,11/13/2019 15:00,1.1,6.4,987.7,21.498
M2,11/13/2019 16:00,2.8,5.5,986.6,23.207
M2,11/13/2019 17:00,5,6.5,985.7,25.342
M2,11/13/2019 18:00,1.7,6.3,985.4,25.2
M2,11/13/2019 19:00,1.4,6.1,986,25.2
M2,11/13/2019 20:00,0.5,6,986.8,19.79
M2,11/13/2019 21:00,0.1,5.9,988,21.071
M2,11/13/2019 22:00,0.6,5.3,989,23.207
M2,11/13/2019 23:00,0.4,7.3,990.3,27.478
M2,11/14/2019 0:00,0,7.9,992.3,31.037
M2,11/14/2019 1:00,0,7.5,993.7,23.776
M2,11/14/2019 2:00,0,7.2,995.3,24.203
M2,11/14/2019 3:00,0,7,996.7,24.63
M2,11/14/2019 4:00,0,6.9,998.1,23.207
M2,11/14/2019 5:00,0,6,999.7,23.207
M2,11/14/2019 6:00,0,5,1001.3,22.637
M2,11/14/2019 7:00,0.5,4.3,1002.7,23.918
M2,11/14/2019 8:00,0.5,4,1004,22.637
M2,11/14/2019 9:00,0.9,4.2,1004.8,22.495
M2,11/14/2019 10:00,0,5.2,1005.9,24.061
M2,11/14/2019 11:00,0,6.3,1006.7,23.918
M2,11/14/2019 12:00,0,6.6,1007.7,22.637
M2,11/14/2019 13:00,0,6.6,1008.1,24.203
M2,11/14/2019 14:00,0,6.2,1008.6,24.203
M2,11/14/2019 15:00,0,6.2,1009.3,24.773
M2,11/14/2019 16:00,0,5.5,1009.9,25.057
M2,11/14/2019 17:00,0,4.7,1010.8,24.63
M2,11/14/2019 18:00,0,3.9,1011.7,24.346
M2,11/14/2019 19:00,0,3.3,1012.4,25.769
M2,11/14/2019 20:00,0,3.1,1012.9,25.912
M2,11/14/2019 21:00,0,3.2,1013.1,23.634
M2,11/14/2019 22:00,0,2.9,1013.8,24.773
M2,11/14/2019 23:00,0,2.6,1014,24.63
M2,11/15/2019 0:00,0,2.5,1014.1,24.488
M2,11/15/2019 1:00,0,2.3,1014.3,25.2
M2,11/15/2019 2:00,0,2.8,1014.4,25.2
M2,11/15/2019 3:00,0,2.6,1014.4,24.773
M2,11/15/2019 4:00,0,2.4,1014.5,25.2
M2,11/15/2019 5:00,0,2.3,1014.7,25.342
M2,11/15/2019 6:00,0,2.2,1014.6,25.769
M2,11/15/2019 7:00,0,2.8,1014.9,23.918
M2,11/15/2019 8:00,0,3.1,1015.4,22.779
M2,11/15/2019 9:00,0,3.6,1015.8,22.21
M2,11/15/2019 10:00,0,4.9,1015.6,21.925
M2,11/15/2019 11:00,0,5.9,1015.6,21.925
M2,11/15/2019 12:00,0,7,1015.4,21.498
M2,11/15/2019 13:00,0,7.5,1015,19.932
M2,11/15/2019 14:00,0,7.3,1014.7,19.505
M2,11/15/2019 15:00,0,7.5,1014.5,18.935
M2,11/15/2019 16:00,0,7.1,1014.6,19.363
M2,11/15/2019 17:00,0,6.8,1014.5,19.79
M2,11/15/2019 18:00,0,6.6,1014.2,19.932
M2,11/15/2019 19:00,0,6.1,1014.2,19.363
M2,11/15/2019 20:00,0,5.8,1014.3,19.505
M2,11/15/2019 21:00,0,5.1,1014.1,18.366
M2,11/15/2019 22:00,0,4.2,1013.8,17.939
M2,11/15/2019 23:00,0,3.2,1013.5,17.085
M2,11/16/2019 0:00,0,2.9,1013,16.373
M2,11/16/2019 1:00,0,2.4,1012.6,18.366
M2,11/16/2019 2:00,0,2.1,1012.2,17.796
M2,11/16/2019 3:00,0,1.5,1012.2,17.085
M2,11/16/2019 4:00,0,1,1011.4,17.227
M2,11/16/2019 5:00,0,1.2,1011.2,16.657
M2,11/16/2019 6:00,0,1,1011.1,14.949
M2,11/16/2019 7:00,0,1.4,1011.2,13.383
M2,11/16/2019 8:00,0,1.1,1010.8,13.525
M2,11/16/2019 9:00,0,1.2,1011,12.244
M2,11/16/2019 10:00,0,2,1011,11.105
M2,11/16/2019 11:00,0,3.1,1010.7,12.386
M2,11/16/2019 12:00,0,3.6,1010.2,11.39
M2,11/16/2019 13:00,0,3.7,1009.8,11.532
M2,11/16/2019 14:00,0,4.1,1009.4,9.824
M2,11/16/2019 15:00,0,3.9,1009.5,10.535
M2,11/16/2019 16:00,0,3.7,1009.5,11.105
M2,11/16/2019 17:00,0,3.6,1009.4,11.674
M2,11/16/2019 18:00,0,3.6,1009.5,12.386
M2,11/16/2019 19:00,0,3.6,1009.7,12.813
M2,11/16/2019 20:00,0,3.2,1009.9,11.39
M2,11/16/2019 21:00,0,3,1009.8,13.668
M2,11/16/2019 22:00,0,3.1,1010.1,12.244
M2,11/16/2019 23:00,0,2.8,1010.3,11.959
M2,11/17/2019 0:00,0,3,1010.7,12.671
M2,11/17/2019 1:00,0,2.6,1010.9,11.959
M2,11/17/2019 2:00,0,2.5,1011,12.102
M2,11/17/2019 3:00,0,2.8,1011.2,9.539
M2,11/17/2019 4:00,0,2.1,1011.7,6.264
M2,11/17/2019 5:00,0,1.2,1012.1,11.247
M2,11/17/2019 6:00,0,0.9,1012.5,11.674
M2,11/17/2019 7:00,0,0.8,1013.1,12.386
M2,11/17/2019 8:00,0,0.7,1014.1,14.522
M2,11/17/2019 9:00,0,1.1,1015,14.949
M2,11/17/2019 10:00,0,3.3,1015.8,14.522
M2,11/17/2019 11:00,0,6.9,1016.1,16.657
M2,11/17/2019 12:00,0,7,1016.4,15.803
M2,11/17/2019 13:00,0,7.2,1016.9,14.807
M2,11/17/2019 14:00,0,6.5,1017.2,17.085
M2,11/17/2019 15:00,0,6.9,1017.5,16.657
M2,11/17/2019 16:00,0,6.1,1018.2,17.512
M2,11/17/2019 17:00,0,5.2,1018.7,17.512
M2,11/17/2019 18:00,0,6.1,1019.4,17.512
M2,11/17/2019 19:00,0,6,1019.7,16.657
M2,11/17/2019 20:00,0,5.2,1020.2,15.803
M2,11/17/2019 21:00,0,3.9,1020.5,16.942
M2,11/17/2019 22:00,0,3.3,1020.5,12.813
M2,11/17/2019 23:00,0,2.3,1020.7,14.664
M2,11/18/2019 0:00,0,0.9,1020.4,15.518
M2,11/18/2019 1:00,0,-0.1,1020.3,12.529
M2,11/18/2019 2:00,0,0.6,1020.1,12.244
M2,11/18/2019 3:00,0,-0.6,1020.2,13.241
M2,11/18/2019 4:00,0,-0.1,1020.5,11.532
M2,11/18/2019 5:00,0,-0.4,1020.7,11.105
M2,11/18/2019 6:00,0,-1.1,1019.9,9.539
M2,11/18/2019 7:00,0,-1.1,1019.9,9.824
M2,11/18/2019 8:00,0,-1,1020.4,8.969
M2,11/18/2019 9:00,0,-0.7,1020,6.264
M2,11/18/2019 10:00,0,1,1019.6,5.837
M2,11/18/2019 11:00,0,4.5,1019.4,4.841
M2,11/18/2019 12:00,0,7.5,1018.7,1.993
M2,11/18/2019 13:00,0,9.1,1018,1.708
M2,11/18/2019 14:00,0,8.3,1017.3,1.993
M2,11/18/2019 15:00,0,7.6,1017,1.993
M2,11/18/2019 16:00,0,5.9,1016.8,3.702
M2,11/18/2019 17:00,0,3.9,1016.7,4.129
M2,11/18/2019 18:00,0,3.2,1016.6,6.122
M2,11/18/2019 19:00,0,2.6,1016.1,7.973
M2,11/18/2019 20:00,0,3.1,1015.9,6.976
M2,11/18/2019 21:00,0,4.1,1015.7,11.39
M2,11/18/2019 22:00,0,3.2,1015.2,13.525
